"Year"	"Sample Date"	"Plot"	"Heat Treatment"	"Species"	"Mass (g/m2)"
2011	8/15/2011 0:00	64	Low	Sporobolus cryptandrus	2.23
2011	8/15/2011 0:00	69	Control	Achillea millefolium(lanulosa)	18.37
2011	8/15/2011 0:00	69	Control	Aristida basiramea	54.07
2011	8/15/2011 0:00	69	Control	Bouteloua gracilis	0.7
2011	8/15/2011 0:00	69	Control	Crepis tectorum	0.63
2011	8/15/2011 0:00	69	Control	Cyperus sp.	7.47
2011	8/15/2011 0:00	69	Control	Euphorbia glyptosperma	4.43
2011	8/15/2011 0:00	69	Control	Festuca sp.	0.03
2011	8/15/2011 0:00	69	Control	Mollugo verticillata	1.27
2011	8/15/2011 0:00	69	Control	Physalis virginiana	0.27
2011	8/15/2011 0:00	69	Control	Rumex acetosella	0.7
2011	8/15/2011 0:00	69	Control	Taraxicum officinalis	0.1
2011	8/15/2011 0:00	69	Control	Trifolium repens	0.2
2011	8/15/2011 0:00	69	High	Achillea millefolium(lanulosa)	35.63
2011	8/15/2011 0:00	69	High	Aristida basiramea	39.2
2011	8/15/2011 0:00	69	High	Bouteloua gracilis	0.53
2011	8/15/2011 0:00	69	High	Crepis tectorum	0.4
2011	8/15/2011 0:00	69	High	Cyperus sp.	9.77
2011	8/15/2011 0:00	69	High	Digitaria sp.	12.77
2011	8/15/2011 0:00	69	High	Erigeron canadensis	1.7
2011	8/15/2011 0:00	69	High	Euphorbia glyptosperma	22.03
2011	8/15/2011 0:00	69	High	Hedeoma hispida	0.03
2011	8/15/2011 0:00	69	High	Lespedeza capitata	13.37
2011	8/15/2011 0:00	69	Low	Achillea millefolium(lanulosa)	30.63
2011	8/15/2011 0:00	69	Low	Aristida basiramea	53.9
2011	8/15/2011 0:00	69	Low	Crepis tectorum	0.37
2011	8/15/2011 0:00	69	Low	Cyperus sp.	12.93
2011	8/15/2011 0:00	69	Low	Digitaria sp.	0.7
2011	8/15/2011 0:00	69	Low	Erigeron canadensis	0.43
2011	8/15/2011 0:00	69	Low	Euphorbia glyptosperma	3.8
2011	8/15/2011 0:00	69	Low	Hedeoma hispida	0.03
2011	8/15/2011 0:00	69	Low	Lespedeza capitata	2.23
2011	8/15/2011 0:00	69	Low	Lupinus perennis	5.27
2011	8/15/2011 0:00	69	Low	Miscellaneous forb	0.1
2011	8/15/2011 0:00	69	Low	Mollugo verticillata	0.47
2011	8/15/2011 0:00	69	Low	Physalis virginiana	0.37
2011	8/15/2011 0:00	69	Low	Polygonum tenue	2.1
2011	8/15/2011 0:00	69	Low	Rumex acetosella	0.03
2011	8/15/2011 0:00	69	Low	Schizachyrium scoparium	0.5
2011	8/15/2011 0:00	69	Low	Sporobolus cryptandrus	0.67
2011	8/15/2011 0:00	69	Low	Taraxicum officinalis	0.7
2011	8/15/2011 0:00	69	Low	Trifolium repens	0.47
2011	8/15/2011 0:00	78	Control	Achillea millefolium(lanulosa)	0.77
2011	8/15/2011 0:00	78	Control	Andropogon gerardi	46.77
2011	8/15/2011 0:00	78	Control	Bouteloua curtipendula	2.67
2011	8/15/2011 0:00	78	Control	Bouteloua gracilis	7.1
2011	8/15/2011 0:00	78	Control	Lespedeza capitata	56.5
2011	8/15/2011 0:00	78	Control	Lupinus perennis	98.63
2011	8/15/2011 0:00	78	Control	Panicum virgatum	0.73
2011	8/15/2011 0:00	78	Control	Petalostemum candidum	1.5
2011	8/15/2011 0:00	78	Control	Petalostemum villosum	6.97
2011	8/15/2011 0:00	78	Control	Poa pratensis	20.33
2011	8/15/2011 0:00	78	Control	Schizachyrium scoparium	12.17
2011	8/15/2011 0:00	78	Control	Solidago rigida	101.57
2011	8/15/2011 0:00	78	Control	Sporobolus cryptandrus	0.5
2011	8/15/2011 0:00	78	Control	Taraxicum officinalis	0.03
2011	8/15/2011 0:00	78	High	Achillea millefolium(lanulosa)	0.87
2011	8/15/2011 0:00	78	High	Amorpha canescens	4.43
2011	8/15/2011 0:00	78	High	Andropogon gerardi	27.77
2011	8/15/2011 0:00	78	High	Bouteloua gracilis	10.3
2011	8/15/2011 0:00	78	High	Koeleria cristata	0.63
2011	8/15/2011 0:00	78	High	Lespedeza capitata	37.4
2011	8/15/2011 0:00	78	High	Lupinus perennis	58.93
2011	8/15/2011 0:00	78	High	Petalostemum candidum	3.87
2011	8/15/2011 0:00	78	High	Petalostemum purpureum	75.63
2011	8/15/2011 0:00	78	High	Petalostemum villosum	5.77
2011	8/15/2011 0:00	78	High	Poa pratensis	24.47
2011	8/15/2011 0:00	78	High	Polygonum convolvulus	0.1
2011	8/15/2011 0:00	78	High	Schizachyrium scoparium	4.47
2011	8/15/2011 0:00	78	High	Solidago nemoralis	1.17
2011	8/15/2011 0:00	78	Low	Achillea millefolium(lanulosa)	0.83
2011	8/15/2011 0:00	78	Low	Agropyron repens	3.1
2011	8/15/2011 0:00	78	Low	Andropogon gerardi	11.77
2011	8/15/2011 0:00	78	Low	Bouteloua gracilis	9.73
2011	8/15/2011 0:00	78	Low	Coreopsis palmata	64.9
2011	8/15/2011 0:00	78	Low	Cyperus sp.	0.27
2011	8/15/2011 0:00	78	Low	Koeleria cristata	0.2
2011	8/15/2011 0:00	78	Low	Lespedeza capitata	31.67
2011	8/15/2011 0:00	78	Low	Liatris aspera	4.5
2011	8/15/2011 0:00	78	Low	Lupinus perennis	103.07
2011	8/15/2011 0:00	78	Low	Petalostemum candidum	2.97
2011	8/15/2011 0:00	78	Low	Petalostemum purpureum	8.03
2011	8/15/2011 0:00	78	Low	Petalostemum villosum	13.47
2011	8/15/2011 0:00	78	Low	Poa pratensis	43.47
2011	8/15/2011 0:00	78	Low	Schizachyrium scoparium	29.13
2011	8/15/2011 0:00	78	Low	Solidago nemoralis	2.93
2011	8/15/2011 0:00	82	Control	Achillea millefolium(lanulosa)	2.1
2011	8/15/2011 0:00	82	Control	Andropogon gerardi	44.77
2011	8/15/2011 0:00	82	Control	Bouteloua gracilis	0.03
2011	8/15/2011 0:00	82	Control	Lespedeza capitata	36.6
2011	8/15/2011 0:00	82	Control	Liatris aspera	7.1
2011	8/15/2011 0:00	82	Control	Lupinus perennis	45.37
2011	8/15/2011 0:00	82	Control	Panicum oligosanthes	0.03
2011	8/15/2011 0:00	82	Control	Panicum virgatum	0.73
2011	8/15/2011 0:00	82	Control	Petalostemum purpureum	0.67
2011	8/15/2011 0:00	82	Control	Poa pratensis	28.6
2011	8/15/2011 0:00	82	Control	Schizachyrium scoparium	55.67
2011	8/15/2011 0:00	82	Control	Solidago rigida	119
2011	8/15/2011 0:00	82	Control	Sorghastrum nutans	2.83
2011	8/15/2011 0:00	82	High	Achillea millefolium(lanulosa)	0.03
2011	8/15/2011 0:00	82	High	Andropogon gerardi	52.1
2011	8/15/2011 0:00	82	High	Aristida basiramea	0.07
2011	8/15/2011 0:00	82	High	Koeleria cristata	2.93
2011	8/15/2011 0:00	82	High	Lespedeza capitata	19.97
2011	8/15/2011 0:00	82	High	Lupinus perennis	54.93
2011	8/15/2011 0:00	82	High	Petalostemum purpureum	20.6
2011	8/15/2011 0:00	82	High	Poa pratensis	12.03
2011	8/15/2011 0:00	82	High	Schizachyrium scoparium	48.77
2011	8/15/2011 0:00	82	High	Sorghastrum nutans	1.3
2011	8/15/2011 0:00	82	Low	Andropogon gerardi	145.6
2011	8/15/2011 0:00	82	Low	Bouteloua gracilis	1
2011	8/15/2011 0:00	82	Low	Lespedeza capitata	20.43
2011	8/15/2011 0:00	82	Low	Lupinus perennis	87.63
2011	8/15/2011 0:00	82	Low	Petalostemum purpureum	56.1
2011	8/15/2011 0:00	82	Low	Poa pratensis	42.07
2011	8/15/2011 0:00	82	Low	Rumex acetosella	1.33
2011	8/15/2011 0:00	82	Low	Schizachyrium scoparium	30.33
2011	8/15/2011 0:00	82	Low	Solidago rigida	103.4
2011	8/15/2011 0:00	82	Low	Sorghastrum nutans	2.5
2011	8/15/2011 0:00	83	Control	Agropyron repens	13.5
2011	8/15/2011 0:00	83	Control	Ambrosia artemisiifolia elatior	34.1
2011	8/15/2011 0:00	83	Control	Aristida basiramea	30.27
2011	8/15/2011 0:00	83	Control	Asclepias syriaca	26.9
2011	8/15/2011 0:00	83	Control	Asclepias tuberosa	12.43
2011	8/15/2011 0:00	83	Control	Crepis tectorum	1.6
2011	8/15/2011 0:00	83	Control	Cyperus sp.	2.9
2011	8/15/2011 0:00	83	Control	Digitaria sp.	2.97
2011	8/15/2011 0:00	83	Control	Erigeron canadensis	6.4
2011	8/15/2011 0:00	83	Control	Euphorbia glyptosperma	1.4
2011	8/15/2011 0:00	83	Control	Hieracium sp.	0.4
2011	8/15/2011 0:00	83	Control	Koeleria cristata	0.1
2011	8/15/2011 0:00	83	Control	Lepidium densiflorum	0.03
2011	8/15/2011 0:00	83	Control	Lupinus perennis	40.9
2011	8/15/2011 0:00	83	Control	Miscellaneous forb	0.1
2011	8/15/2011 0:00	83	Control	Physalis virginiana	2.4
2011	8/15/2011 0:00	83	Control	Poa pratensis	2.97
2011	8/15/2011 0:00	83	Control	Polygonum convolvulus	1.6
2011	8/15/2011 0:00	83	Control	Rumex acetosella	11.47
2011	8/15/2011 0:00	83	Control	Sorghastrum nutans	0.03
2011	8/15/2011 0:00	83	Control	Taraxicum officinalis	4.7
2011	8/15/2011 0:00	83	Control	Trifolium repens	0.83
2011	8/15/2011 0:00	83	High	Agropyron repens	14.47
2011	8/15/2011 0:00	83	High	Aristida basiramea	51.8
2011	8/15/2011 0:00	83	High	Bouteloua gracilis	0.43
2011	8/15/2011 0:00	83	High	Cyperus sp.	18.8
2011	8/15/2011 0:00	83	High	Digitaria sp.	2.43
2011	8/15/2011 0:00	83	High	Euphorbia glyptosperma	39.6
2011	8/15/2011 0:00	83	High	Hieracium longipilum	0.8
2011	8/15/2011 0:00	83	High	Lupinus perennis	55.37
2011	8/15/2011 0:00	83	High	Poa pratensis	0.63
2011	8/15/2011 0:00	83	High	Polygonum convolvulus	4.43
2011	8/15/2011 0:00	83	High	Rumex acetosella	5.2
2011	8/15/2011 0:00	83	High	Silene antirrhina	1.2
2011	8/15/2011 0:00	83	High	Taraxicum officinalis	2.93
2011	8/15/2011 0:00	83	High	Trifolium repens	1.37
2011	8/15/2011 0:00	83	Low	Agropyron repens	26.57
2011	8/15/2011 0:00	83	Low	Ambrosia artemisiifolia elatior	26.17
2011	8/15/2011 0:00	83	Low	Aristida basiramea	28
2011	8/15/2011 0:00	83	Low	Aster azureus	0.13
2011	8/15/2011 0:00	83	Low	Berteroa incana	0.9
2011	8/15/2011 0:00	83	Low	Crepis tectorum	0.47
2011	8/15/2011 0:00	83	Low	Cyperus sp.	9.3
2011	8/15/2011 0:00	83	Low	Digitaria sp.	49.33
2011	8/15/2011 0:00	83	Low	Erigeron canadensis	11.9
2011	8/15/2011 0:00	83	Low	Euphorbia glyptosperma	2.3
2011	8/15/2011 0:00	83	Low	Lespedeza capitata	0.03
2011	8/15/2011 0:00	83	Low	Lupinus perennis	27.57
2011	8/15/2011 0:00	83	Low	Miscellaneous forb	0.3
2011	8/15/2011 0:00	83	Low	Panicum oligosanthes	0.03
2011	8/15/2011 0:00	83	Low	Poa pratensis	1.67
2011	8/15/2011 0:00	83	Low	Polygonum convolvulus	3.2
2011	8/15/2011 0:00	83	Low	Rumex acetosella	1.17
2011	8/15/2011 0:00	83	Low	Taraxicum officinalis	6.03
2011	8/15/2011 0:00	83	Low	Trifolium repens	0.1
2011	8/15/2011 0:00	105	Control	Achillea millefolium(lanulosa)	10.07
2011	8/15/2011 0:00	105	Control	Amorpha canescens	16.7
2011	8/15/2011 0:00	105	Control	Andropogon gerardi	18.93
2011	8/15/2011 0:00	105	Control	Bouteloua gracilis	7.73
2011	8/15/2011 0:00	105	Control	Coreopsis palmata	26.43
2011	8/15/2011 0:00	105	Control	Lespedeza capitata	18.6
2011	8/15/2011 0:00	105	Control	Linaria vulgaris	0.03
2011	8/15/2011 0:00	105	Control	Lupinus perennis	90.53
2011	8/15/2011 0:00	105	Control	Panicum oligosanthes	1.6
2011	8/15/2011 0:00	105	Control	Petalostemum purpureum	5.43
2011	8/15/2011 0:00	105	Control	Poa pratensis	5.7
2011	8/15/2011 0:00	105	Control	Schizachyrium scoparium	56.77
2011	8/15/2011 0:00	105	Control	Solidago nemoralis	38.23
2011	8/15/2011 0:00	105	Control	Sorghastrum nutans	6.57
2011	8/15/2011 0:00	105	Control	Stipa spartea	3.4
2011	8/15/2011 0:00	105	Control	Taraxicum officinalis	0.5
2011	8/15/2011 0:00	105	High	Amorpha canescens	8.1
2011	8/15/2011 0:00	105	High	Andropogon gerardi	50.67
2011	8/15/2011 0:00	105	High	Bouteloua gracilis	19.77
2011	8/15/2011 0:00	105	High	Coreopsis palmata	28.23
2011	8/15/2011 0:00	105	High	Lespedeza capitata	114.8
2011	8/15/2011 0:00	105	High	Liatris aspera	11.93
2011	8/15/2011 0:00	105	High	Lupinus perennis	124.37
2011	8/15/2011 0:00	105	High	Petalostemum purpureum	104.4
2011	8/15/2011 0:00	105	High	Poa pratensis	0.13
2011	8/15/2011 0:00	105	High	Schizachyrium scoparium	188.57
2011	8/15/2011 0:00	105	High	Solidago rigida	33.13
2011	8/15/2011 0:00	105	Low	Achillea millefolium(lanulosa)	21.83
2011	8/15/2011 0:00	105	Low	Andropogon gerardi	28.37
2011	8/15/2011 0:00	105	Low	Asclepias tuberosa	0.73
2011	8/15/2011 0:00	105	Low	Bouteloua gracilis	2.57
2011	8/15/2011 0:00	105	Low	Cyperus sp.	3.13
2011	8/15/2011 0:00	105	Low	Digitaria sp.	0.03
2011	8/15/2011 0:00	105	Low	Lespedeza capitata	48.07
2011	8/15/2011 0:00	105	Low	Lupinus perennis	72
2011	8/15/2011 0:00	105	Low	Petalostemum purpureum	23.13
2011	8/15/2011 0:00	105	Low	Poa pratensis	23.03
2011	8/15/2011 0:00	105	Low	Schizachyrium scoparium	86.17
2011	8/15/2011 0:00	105	Low	Solidago nemoralis	55.13
2011	8/15/2011 0:00	105	Low	Solidago rigida	5.77
2011	8/15/2011 0:00	105	Low	Sorghastrum nutans	17.33
2011	8/15/2011 0:00	105	Low	Sporobolus cryptandrus	0.93
2011	8/15/2011 0:00	108	Control	Achillea millefolium(lanulosa)	14.8
2011	8/15/2011 0:00	108	Control	Amorpha canescens	9.77
2011	8/15/2011 0:00	108	Control	Andropogon gerardi	135.53
2011	8/15/2011 0:00	108	Control	Lupinus perennis	71.8
2011	8/15/2011 0:00	108	Control	Panicum oligosanthes	0.03
2011	8/15/2011 0:00	108	Control	Panicum virgatum	5.63
2011	8/15/2011 0:00	108	Control	Poa pratensis	44.83
2011	8/15/2011 0:00	108	Control	Polygonum convolvulus	0.1
2011	8/15/2011 0:00	108	Control	Schizachyrium scoparium	32.47
2011	8/15/2011 0:00	108	Control	Solidago rigida	36.73
2011	8/15/2011 0:00	108	Control	Sorghastrum nutans	57
2011	8/15/2011 0:00	108	High	Achillea millefolium(lanulosa)	1.23
2011	8/15/2011 0:00	108	High	Agropyron repens	0.07
2011	8/15/2011 0:00	108	High	Amorpha canescens	35.8
2011	8/15/2011 0:00	108	High	Andropogon gerardi	77.43
2011	8/15/2011 0:00	108	High	Cyperus sp.	0.03
2011	8/15/2011 0:00	108	High	Hieracium longipilum	0.03
2011	8/15/2011 0:00	108	High	Koeleria cristata	2.83
2011	8/15/2011 0:00	108	High	Lespedeza capitata	0.43
2011	8/15/2011 0:00	108	High	Liatris aspera	100.73
2011	8/15/2011 0:00	108	High	Lupinus perennis	148.13
2011	8/15/2011 0:00	108	High	Petalostemum purpureum	110.93
2011	8/15/2011 0:00	108	High	Poa pratensis	21.23
2011	8/15/2011 0:00	108	High	Schizachyrium scoparium	243.93
2011	8/15/2011 0:00	108	High	Sorghastrum nutans	33.73
2011	8/15/2011 0:00	108	High	Taraxicum officinalis	0.07
2011	8/15/2011 0:00	108	Low	Achillea millefolium(lanulosa)	5.2
2011	8/15/2011 0:00	108	Low	Amorpha canescens	24.33
2011	8/15/2011 0:00	108	Low	Andropogon gerardi	107.77
2011	8/15/2011 0:00	108	Low	Lespedeza capitata	16.9
2011	8/15/2011 0:00	108	Low	Liatris aspera	7.7
2011	8/15/2011 0:00	108	Low	Lupinus perennis	21.27
2011	8/15/2011 0:00	108	Low	Miscellaneous litter	29.7
2011	8/15/2011 0:00	108	Low	Monarda fistulosa	0.17
2011	8/15/2011 0:00	108	Low	Petalostemum purpureum	11.57
2011	8/15/2011 0:00	108	Low	Poa pratensis	17.47
2011	8/15/2011 0:00	108	Low	Schizachyrium scoparium	30.53
2011	8/15/2011 0:00	108	Low	Solidago rigida	18.87
2011	8/15/2011 0:00	108	Low	Sorghastrum nutans	37.73
2011	8/15/2011 0:00	109	Control	Agrostis scabra	0.6
2011	8/15/2011 0:00	109	Control	Andropogon gerardi	125.33
2011	8/15/2011 0:00	109	Control	Cyperus sp.	0.73
2011	8/15/2011 0:00	109	Control	Erigeron canadensis	0.03
2011	8/15/2011 0:00	109	Control	Festuca sp.	0.13
2011	8/15/2011 0:00	109	Control	Koeleria cristata	0.23
2011	8/15/2011 0:00	109	Control	Lespedeza capitata	0.87
2011	8/15/2011 0:00	109	Control	Liatris aspera	0.6
2011	8/15/2011 0:00	109	Control	Miscellaneous litter	7.63
2011	8/15/2011 0:00	109	Control	Panicum virgatum	4
2011	8/15/2011 0:00	109	Control	Poa pratensis	0.03
2011	8/15/2011 0:00	109	Control	Sorghastrum nutans	15.77
2011	8/15/2011 0:00	109	Control	Sporobolus cryptandrus	0.17
2011	8/15/2011 0:00	109	High	Andropogon gerardi	58.23
2011	8/15/2011 0:00	109	High	Bouteloua gracilis	0.1
2011	8/15/2011 0:00	109	High	Festuca sp.	0.47
2011	8/15/2011 0:00	109	High	Koeleria cristata	0.7
2011	8/15/2011 0:00	109	High	Schizachyrium scoparium	0.07
2011	8/15/2011 0:00	109	High	Sorghastrum nutans	24.77
2011	8/15/2011 0:00	109	High	Sporobolus cryptandrus	0.73
2011	8/15/2011 0:00	109	Low	Andropogon gerardi	98.53
2011	8/15/2011 0:00	109	Low	Bouteloua gracilis	0.03
2011	8/15/2011 0:00	109	Low	Cyperus sp.	0.93
2011	8/15/2011 0:00	109	Low	Koeleria cristata	1.2
2011	8/15/2011 0:00	109	Low	Lupinus perennis	2.53
2011	8/15/2011 0:00	109	Low	Miscellaneous forb	0.07
2011	8/15/2011 0:00	109	Low	Schizachyrium scoparium	9.7
2011	8/15/2011 0:00	109	Low	Sorghastrum nutans	28.97
2011	8/15/2011 0:00	110	Control	Agropyron repens	0.7
2011	8/15/2011 0:00	110	Control	Agrostis scabra	0.07
2011	8/15/2011 0:00	110	Control	Cyperus sp.	0.4
2011	8/15/2011 0:00	110	Control	Elymus canadensis	12.13
2011	8/15/2011 0:00	110	Control	Leptoloma cognatum	19.77
2011	8/15/2011 0:00	110	Control	Lespedeza capitata	124.53
2011	8/15/2011 0:00	110	Control	Lupinus perennis	51.8
2011	8/15/2011 0:00	110	Control	Panicum oligosanthes	1.63
2011	8/15/2011 0:00	110	Control	Panicum virgatum	181.53
2011	8/15/2011 0:00	110	Control	Physalis virginiana	0.87
2011	8/15/2011 0:00	110	Control	Poa pratensis	31.8
2011	8/15/2011 0:00	110	Control	Rumex acetosella	0.97
2011	8/15/2011 0:00	110	Control	Schizachyrium scoparium	14.03
2011	8/15/2011 0:00	110	Control	Solidago nemoralis	1.57
2011	8/15/2011 0:00	110	Control	Sorghastrum nutans	115.97
2011	8/15/2011 0:00	110	High	Andropogon gerardi	207.33
2011	8/15/2011 0:00	110	High	Bouteloua gracilis	1.53
2011	8/15/2011 0:00	110	High	Cyperus sp.	1.63
2011	8/15/2011 0:00	110	High	Koeleria cristata	0.4
2011	8/15/2011 0:00	110	High	Lespedeza capitata	222.3
2011	8/15/2011 0:00	110	High	Lupinus perennis	39.7
2011	8/15/2011 0:00	110	High	Miscellaneous litter	0.3
2011	8/15/2011 0:00	110	High	Panicum virgatum	87.53
2011	8/15/2011 0:00	110	High	Poa pratensis	23.67
2011	8/15/2011 0:00	110	High	Schizachyrium scoparium	1.77
2011	8/15/2011 0:00	110	High	Sporobolus cryptandrus	1.73
2011	8/15/2011 0:00	110	Low	Achillea millefolium(lanulosa)	0.27
2011	8/15/2011 0:00	110	Low	Agropyron repens	0.5
2011	8/15/2011 0:00	110	Low	Andropogon gerardi	21.83
2011	8/15/2011 0:00	110	Low	Aristida basiramea	0.13
2011	8/15/2011 0:00	110	Low	Bouteloua curtipendula	4.77
2011	8/15/2011 0:00	110	Low	Lespedeza capitata	102.23
2011	8/15/2011 0:00	110	Low	Lupinus perennis	48.4
2011	8/15/2011 0:00	110	Low	Panicum oligosanthes	0.9
2011	8/15/2011 0:00	110	Low	Panicum virgatum	77.23
2011	8/15/2011 0:00	110	Low	Poa pratensis	13.07
2011	8/15/2011 0:00	110	Low	Rumex acetosella	0.03
2011	8/15/2011 0:00	110	Low	Schizachyrium scoparium	1
2011	8/15/2011 0:00	110	Low	Sorghastrum nutans	5.9
2011	8/15/2011 0:00	137	Control	Agropyron repens	42.97
2011	8/15/2011 0:00	137	Control	Ambrosia artemisiifolia elatior	4.03
2011	8/15/2011 0:00	137	Control	Amorpha canescens	223.53
2011	8/15/2011 0:00	137	Control	Aristida basiramea	0.53
2011	8/15/2011 0:00	137	Control	Crepis tectorum	0.63
2011	8/15/2011 0:00	137	Control	Lupinus perennis	0.97
2011	8/15/2011 0:00	137	Control	Physalis virginiana	0.2
2011	8/15/2011 0:00	137	Control	Poa pratensis	3.97
2011	8/15/2011 0:00	137	Control	Polygonum tenue	0.03
2011	8/15/2011 0:00	137	Control	Rumex acetosella	2
2011	8/15/2011 0:00	137	Control	Schizachyrium scoparium	0.53
2011	8/15/2011 0:00	137	High	Achillea millefolium(lanulosa)	1.33
2011	8/15/2011 0:00	137	High	Agropyron repens	1.73
2011	8/15/2011 0:00	137	High	Amorpha canescens	270.97
2011	8/15/2011 0:00	137	High	Aristida basiramea	5.03
2011	8/15/2011 0:00	137	High	Asclepias syriaca	0.07
2011	8/15/2011 0:00	137	High	Bouteloua gracilis	5.17
2011	8/15/2011 0:00	137	High	Linaria vulgaris	28.2
2011	8/15/2011 0:00	137	High	Physalis virginiana	0.93
2011	8/15/2011 0:00	137	High	Poa pratensis	6.07
2011	8/15/2011 0:00	137	High	Polygonum convolvulus	0.57
2011	8/15/2011 0:00	137	High	Rumex acetosella	7.5
2011	8/15/2011 0:00	137	High	Schizachyrium scoparium	5.63
2011	8/15/2011 0:00	137	High	Taraxicum officinalis	0.7
2011	8/15/2011 0:00	137	Low	Agropyron repens	10.77
2011	8/15/2011 0:00	137	Low	Ambrosia artemisiifolia elatior	8.83
2011	8/15/2011 0:00	137	Low	Amorpha canescens	327.07
2011	8/15/2011 0:00	137	Low	Aristida basiramea	4.1
2011	8/15/2011 0:00	137	Low	Asclepias syriaca	18
2011	8/15/2011 0:00	137	Low	Asclepias tuberosa	6.73
2011	8/15/2011 0:00	137	Low	Bouteloua gracilis	2.47
2011	8/15/2011 0:00	137	Low	Crepis tectorum	0.4
2011	8/15/2011 0:00	137	Low	Euphorbia glyptosperma	0.17
2011	8/15/2011 0:00	137	Low	Hedeoma hispida	0.43
2011	8/15/2011 0:00	137	Low	Leptoloma cognatum	0.07
2011	8/15/2011 0:00	137	Low	Linaria vulgaris	1
2011	8/15/2011 0:00	137	Low	Lupinus perennis	0.9
2011	8/15/2011 0:00	137	Low	Physalis virginiana	2.23
2011	8/15/2011 0:00	137	Low	Poa pratensis	0.2
2011	8/15/2011 0:00	137	Low	Rumex acetosella	4.87
2011	8/15/2011 0:00	137	Low	Schizachyrium scoparium	3.4
2011	8/15/2011 0:00	138	Control	Achillea millefolium(lanulosa)	0.03
2011	8/15/2011 0:00	138	Control	Agropyron repens	0.97
2011	8/15/2011 0:00	138	Control	Amorpha canescens	0.03
2011	8/15/2011 0:00	138	Control	Aristida basiramea	0.4
2011	8/15/2011 0:00	138	Control	Bouteloua gracilis	0.03
2011	8/15/2011 0:00	138	Control	Crepis tectorum	0.33
2011	8/15/2011 0:00	138	Control	Cyperus sp.	2.3
2011	8/15/2011 0:00	138	Control	Digitaria sp.	0.03
2011	8/15/2011 0:00	138	Control	Koeleria cristata	14.9
2011	8/15/2011 0:00	138	Control	Liatris aspera	37.63
2011	8/15/2011 0:00	138	Control	Miscellaneous litter	6.27
2011	8/15/2011 0:00	138	Control	Mosses	15.9
2011	8/15/2011 0:00	138	Control	Poa pratensis	0.03
2011	8/15/2011 0:00	138	Control	Solidago nemoralis	0.17
2011	8/15/2011 0:00	138	Control	Sorghastrum nutans	13.13
2011	8/15/2011 0:00	138	Control	Taraxicum officinalis	0.03
2011	8/15/2011 0:00	138	High	Achillea millefolium(lanulosa)	2.5
2011	8/15/2011 0:00	138	High	Cyperus sp.	0.23
2011	8/15/2011 0:00	138	High	Digitaria sp.	0.13
2011	8/15/2011 0:00	138	High	Koeleria cristata	20.5
2011	8/15/2011 0:00	138	High	Liatris aspera	87.17
2011	8/15/2011 0:00	138	High	Miscellaneous litter	20.87
2011	8/15/2011 0:00	138	High	Panicum virgatum	9.8
2011	8/15/2011 0:00	138	High	Schizachyrium scoparium	0.1
2011	8/15/2011 0:00	138	High	Sorghastrum nutans	2.13
2011	8/15/2011 0:00	138	High	Sporobolus cryptandrus	0.4
2011	8/15/2011 0:00	138	High	Taraxicum officinalis	0.03
2011	8/15/2011 0:00	138	Low	Achillea millefolium(lanulosa)	0.97
2011	8/15/2011 0:00	138	Low	Aristida basiramea	1.43
2011	8/15/2011 0:00	138	Low	Digitaria sp.	0.07
2011	8/15/2011 0:00	138	Low	Koeleria cristata	21.23
2011	8/15/2011 0:00	138	Low	Lepidium densiflorum	0.53
2011	8/15/2011 0:00	138	Low	Liatris aspera	169.33
2011	8/15/2011 0:00	138	Low	Lupinus perennis	0.83
2011	8/15/2011 0:00	138	Low	Miscellaneous litter	15.3
2011	8/15/2011 0:00	138	Low	Panicum virgatum	23.53
2011	8/15/2011 0:00	138	Low	Schizachyrium scoparium	0.2
2011	8/15/2011 0:00	167	Control	Agrostis scabra	0.23
2011	8/15/2011 0:00	167	Control	Aristida basiramea	0.4
2011	8/15/2011 0:00	167	Control	Cyperus sp.	0.27
2011	8/15/2011 0:00	167	Control	Koeleria cristata	0.47
2011	8/15/2011 0:00	167	Control	Liatris aspera	103.37
2011	8/15/2011 0:00	167	Control	Miscellaneous litter	6.3
2011	8/15/2011 0:00	167	Control	Petalostemum candidum	0.63
2011	8/15/2011 0:00	167	Control	Poa pratensis	0.17
2011	8/15/2011 0:00	167	Control	Polygonum tenue	0.97
2011	8/15/2011 0:00	167	Control	Rumex acetosella	1.47
2011	8/15/2011 0:00	167	Control	Schizachyrium scoparium	0.3
2011	8/15/2011 0:00	167	High	Crepis tectorum	0.27
2011	8/15/2011 0:00	167	High	Cyperus sp.	0.1
2011	8/15/2011 0:00	167	High	Liatris aspera	76.47
2011	8/15/2011 0:00	167	High	Miscellaneous litter	6.83
2011	8/15/2011 0:00	167	High	Polygonum tenue	0.5
2011	8/15/2011 0:00	167	Low	Aristida basiramea	0.1
2011	8/15/2011 0:00	167	Low	Cyperus sp.	0.07
2011	8/15/2011 0:00	167	Low	Koeleria cristata	0.23
2011	8/15/2011 0:00	167	Low	Liatris aspera	22.7
2011	8/15/2011 0:00	167	Low	Polygonum tenue	0.13
2011	8/15/2011 0:00	167	Low	Rumex acetosella	0.03
2011	8/15/2011 0:00	167	Low	Sporobolus cryptandrus	0.03
2011	8/15/2011 0:00	176	Control	Baptisia leucantha	22.2
2011	8/15/2011 0:00	176	Control	Cyperus sp.	0.77
2011	8/15/2011 0:00	176	Control	Koeleria cristata	0.7
